"relative_path","full_path","Name","Extension","Length","size_mb","LastWriteTime"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\licenses\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\licenses\__init__.py","__init__.py",".py","7293","0.007","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py","_spdx.py",".py","51122","0.049","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py","__init__.py",".py","124451","0.119","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\platformdirs\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\platformdirs\__init__.py","__init__.py",".py","22344","0.021","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\platformdirs\__main__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\platformdirs\__main__.py","__main__.py",".py","1505","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\platformdirs\android.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\platformdirs\android.py","android.py",".py","9013","0.009","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\platformdirs\api.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\platformdirs\api.py","api.py",".py","9281","0.009","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\platformdirs\macos.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\platformdirs\macos.py","macos.py",".py","6322","0.006","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\platformdirs\unix.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\platformdirs\unix.py","unix.py",".py","10458","0.01","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\platformdirs\version.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\platformdirs\version.py","version.py",".py","704","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\platformdirs\windows.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\platformdirs\windows.py","windows.py",".py","10362","0.01","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\__init__.py","__init__.py",".py","2983","0.003","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\__main__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\__main__.py","__main__.py",".py","353","0","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\console.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\console.py","console.py",".py","1718","0.002","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\filter.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\filter.py","filter.py",".py","1910","0.002","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\formatter.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\formatter.py","formatter.py",".py","4390","0.004","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\lexer.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\lexer.py","lexer.py",".py","35349","0.034","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\modeline.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\modeline.py","modeline.py",".py","1005","0.001","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\plugin.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\plugin.py","plugin.py",".py","1891","0.002","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\regexopt.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\regexopt.py","regexopt.py",".py","3072","0.003","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\scanner.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\scanner.py","scanner.py",".py","3092","0.003","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\sphinxext.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\sphinxext.py","sphinxext.py",".py","7981","0.008","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\style.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\style.py","style.py",".py","6420","0.006","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\token.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\token.py","token.py",".py","6226","0.006","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\unistring.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\unistring.py","unistring.py",".py","63208","0.06","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\util.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\util.py","util.py",".py","10031","0.01","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py","__init__.py",".py","40392","0.039","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py","__init__.py",".py","5385","0.005","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\formatters\_mapping.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\formatters\_mapping.py","_mapping.py",".py","4176","0.004","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py","__init__.py",".py","12115","0.012","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\lexers\_mapping.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\lexers\_mapping.py","_mapping.py",".py","77602","0.074","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\lexers\python.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\lexers\python.py","python.py",".py","53853","0.051","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py","__init__.py",".py","2042","0.002","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pygments\styles\_mapping.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pygments\styles\_mapping.py","_mapping.py",".py","3312","0.003","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pyproject_hooks\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pyproject_hooks\__init__.py","__init__.py",".py","691","0.001","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py","_impl.py",".py","14936","0.014","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__init__.py","__init__.py",".py","557","0.001","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py","_in_process.py",".py","12216","0.012","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\__init__.py","__init__.py",".py","5029","0.005","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\__version__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\__version__.py","__version__.py",".py","435","0","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\_internal_utils.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\_internal_utils.py","_internal_utils.py",".py","1502","0.001","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\adapters.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\adapters.py","adapters.py",".py","26292","0.025","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\api.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\api.py","api.py",".py","6449","0.006","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\auth.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\auth.py","auth.py",".py","10170","0.01","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\certs.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\certs.py","certs.py",".py","442","0","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\compat.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\compat.py","compat.py",".py","1822","0.002","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\cookies.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\cookies.py","cookies.py",".py","18590","0.018","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\exceptions.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\exceptions.py","exceptions.py",".py","4273","0.004","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\help.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\help.py","help.py",".py","3740","0.004","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\hooks.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\hooks.py","hooks.py",".py","734","0.001","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\models.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\models.py","models.py",".py","35530","0.034","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\packages.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\packages.py","packages.py",".py","1057","0.001","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\sessions.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\sessions.py","sessions.py",".py","30645","0.029","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\status_codes.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\status_codes.py","status_codes.py",".py","4322","0.004","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\structures.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\structures.py","structures.py",".py","2912","0.003","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\requests\utils.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\requests\utils.py","utils.py",".py","32978","0.031","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\__init__.py","__init__.py",".py","541","0.001","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\providers.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\providers.py","providers.py",".py","8914","0.009","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\reporters.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\reporters.py","reporters.py",".py","2037","0.002","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\structs.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\structs.py","structs.py",".py","6420","0.006","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\resolvers\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\resolvers\__init__.py","__init__.py",".py","640","0.001","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\resolvers\abstract.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\resolvers\abstract.py","abstract.py",".py","1543","0.001","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\resolvers\criterion.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\resolvers\criterion.py","criterion.py",".py","1768","0.002","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\resolvers\exceptions.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\resolvers\exceptions.py","exceptions.py",".py","1768","0.002","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\resolvers\resolution.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\resolvelib\resolvers\resolution.py","resolution.py",".py","24212","0.023","26/12/47 09:31:30 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\rich\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\rich\__init__.py","__init__.py",".py","6090","0.006","26/12/47 09:31:30 ص"
